scientific_name_original,scientific_name_matched,common_name_en,iucn,at_way_canguk,at_way_titias,at_danau_ranau,habitat_tier,wcrs_text,wc_from_text_only,sources,birdnet_label,in_birdnet_v24
Loriculus galgulus,Loriculus galgulus,Blue-crowned Hanging Parrot,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Loriculus galgulus_Blue-crowned Hanging-Parrot,True
Lyncornis temminckii,Lyncornis temminckii,Malaysian Eared Nightjar,,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing,Lyncornis temminckii_Malaysian Eared-Nightjar,True
Macheiramphus alcinus,Macheiramphus alcinus,Bat Hawk,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat,Macheiramphus alcinus_Bat Hawk,True
Macronous gularis,Mixornis gularis,Pin-striped Tit Babbler,,True,True,True,lowland,False,False,gooddie2015,Mixornis gularis_Pin-striped Tit-Babbler,True
Macronous ptilosus,Macronus ptilosus,Fluffy-backed Tit Babbler,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs,Macronus ptilosus_Fluffy-backed Tit-Babbler,True
Macronus ptilosus,Macronus ptilosus,Fluffy-backed Tit-Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Macronus ptilosus_Fluffy-backed Tit-Babbler,True
Macropygia emiliana,,Ruddy Cuckoo-Dove,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Macropygia ruficeps,Macropygia ruficeps,Little Cuckoo Dove,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_hotspot_L7940372,Macropygia ruficeps_Little Cuckoo-Dove,True
Macropygia unchall,Macropygia unchall,Barred Cuckoo Dove,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA,Macropygia unchall_Barred Cuckoo-Dove,True
Malacocincla abbotti,Malacocincla abbotti,Abbott’s Babbler,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Malacocincla abbotti_Abbott's Babbler,True
Malacocincla malaccensis,Pellorneum malaccense,Short-tailed Babbler,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs,Pellorneum malaccense_Short-tailed Babbler,True
Malacocincla sepiaria,Malacocincla sepiaria,Horsfield’s Babbler,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_hotspot_L7940372,Malacocincla sepiaria_Horsfield's Babbler,True
Malacopteron affine,Malacopteron affine,Sooty-capped Babbler,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Malacopteron affine_Sooty-capped Babbler,True
Malacopteron cinereum,Malacopteron cinereum,Scaly-crowned Babbler,,True,True,False,lowland,True,False,gooddie2015;andriyani2022;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Malacopteron cinereum_Scaly-crowned Babbler,True
Malacopteron magnirostre,Malacopteron magnirostre,Moustached Babbler,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Malacopteron magnirostre_Moustached Babbler,True
Malacopteron magnum,Malacopteron magnum,Rufous-crowned Babbler,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_ForestTrail,Malacopteron magnum_Rufous-crowned Babbler,True
Mears for,,grateful to Andy,,False,False,False,unknown,False,False,gooddie2015,,False
Meiglyptes grammithorax,Meiglyptes tristis,Buff-rumped Woodpecker,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_ForestTrail,Meiglyptes tristis_Buff-rumped Woodpecker,True
Meiglyptes tukki,Meiglyptes tukki,Buff-necked Woodpecker,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat,Meiglyptes tukki_Buff-necked Woodpecker,True
Melanocichla lugubris,,Black Laughingthrush,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Merops leschenaulti,Merops leschenaulti,Chestnut-headed Bee-eater,,True,False,False,lowland,False,False,gooddie2015,Merops leschenaulti_Chestnut-headed Bee-eater,True
Merops philippinus,Merops philippinus,Blue-tailed Bee-eater,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Merops philippinus_Blue-tailed Bee-eater,True
Merops viridis,Merops viridis,Blue-throated Bee-eater,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Merops viridis_Blue-throated Bee-eater,True
Metopidius indicus,Metopidius indicus,Bronze-winged Jacana,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Metopidius indicus_Bronze-winged Jacana,True
Microcarbo niger,Microcarbo niger,Little Cormorant,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Microcarbo niger_Little Cormorant,True
Microhierax fringillarius,Microhierax fringillarius,Black-thighed Falconet,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Microhierax fringillarius_Black-thighed Falconet,True
Micropternus brachyurus,Micropternus brachyurus,Rufous Woodpecker,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Micropternus brachyurus_Rufous Woodpecker,True
Microtarsus eutilotus,,Puff-backed Bulbul,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Bengkunat,,False
Microtarsus melanocephalos,,Black-headed Bulbul,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,,False
Microtarsus melanoleucos,,Black-and-white Bulbul,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Milvus migrans,Milvus migrans,Black Kite,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_ForestTrail,Milvus migrans_Black Kite,True
Mixornis gularis,Mixornis gularis,Pin-striped Tit-Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Mixornis gularis_Pin-striped Tit-Babbler,True
Motacilla alba,Motacilla alba,White Wagtail,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Motacilla alba_White Wagtail,True
Motacilla cinerea,Motacilla cinerea,Grey Wagtail,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA,Motacilla cinerea_Gray Wagtail,True
Motacilla flava,Motacilla flava,Yellow Wagtail,,True,False,False,lowland,False,False,gooddie2015,Motacilla flava_Western Yellow Wagtail,True
Motacilla tschutschensis,Motacilla tschutschensis,Eastern Yellow Wagtail,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Motacilla tschutschensis_Eastern Yellow Wagtail,True
Muscicapa dauurica,Muscicapa dauurica,Asian Brown Flycatcher,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372;ebird_DanauMenjukut,Muscicapa dauurica_Asian Brown Flycatcher,True
Muscicapa ferruginea,Muscicapa ferruginea,Ferruginous Flycatcher,,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA;ebird_hotspot_L7940372,Muscicapa ferruginea_Ferruginous Flycatcher,True
Muscicapa sibirica,Muscicapa sibirica,Dark-sided Flycatcher,,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat,Muscicapa sibirica_Dark-sided Flycatcher,True
Muscicapella hodgsoni,,Pygmy Blue Flycatcher,,False,False,True,montane,False,False,gooddie2015,,False
Mycteria cinerea,,Milky Stork,EN,False,False,False,unknown,False,False,gooddie2015;ebird_ID-SM-LA,,False
Myiomela diana,,Sunda Robin,,False,False,True,montane,False,False,gooddie2015,,False
Myophonus caeruleus,Myophonus caeruleus,Blue Whistling Thrush,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_hotspot_L7940372,Myophonus caeruleus_Blue Whistling-Thrush,True
Myophonus castaneus,,Sumatran Whistling Thrush,NT,False,False,True,montane,False,False,gooddie2015;ebird_ID-SM-LA,,False
Myophonus melanurus,Myophonus melanurus,Shiny Whistling Thrush,,False,False,True,montane,False,False,gooddie2015;ebird_ID-SM-LA;ebird_hotspot_L7940372,Myophonus melanurus_Shiny Whistling-Thrush,True
Napothera albostriata,,Sumatran Wren-Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Napothera epilepidota,Napothera epilepidota,Eyebrowed Wren-Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Napothera epilepidota_Eyebrowed Wren-Babbler,True
Nectarinia jugularis,Cinnyris jugularis,Olive-backed Sunbird,,True,True,True,lowland,False,False,gooddie2015,Cinnyris jugularis_Olive-backed Sunbird,True
Niltava grandis,Niltava grandis,Large Niltava,,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail;ebird_hotspot_L7940372,Niltava grandis_Large Niltava,True
Niltava sumatrana,,Rufous-vented Niltava,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Ninox scutulata,Ninox scutulata,Brown Boobook,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Ninox scutulata_Brown Boobook,True
Nisaetus alboniger,,Blyth’s Hawk Eagle,,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,,False
Nisaetus cirrhatus,Nisaetus cirrhatus,Changeable Hawk Eagle,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Nisaetus cirrhatus_Changeable Hawk-Eagle,True
Nisaetus nanus,Nisaetus nanus,Wallace’s Hawk Eagle,VU,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat,Nisaetus nanus_Wallace's Hawk-Eagle,True
Numenius arquata,Numenius arquata,Eurasian Curlew,NT,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing,Numenius arquata_Eurasian Curlew,True
Numenius madagascariensis,Numenius madagascariensis,Far Eastern Curlew,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Numenius madagascariensis_Far Eastern Curlew,True
Numenius phaeopus,Numenius phaeopus,Whimbrel,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_DanauMenjukut,Numenius phaeopus_Whimbrel,True
Nycticorax caledonicus,,Rufous Night Heron,,True,False,False,lowland,False,False,gooddie2015,,False
Nycticorax nycticorax,Nycticorax nycticorax,Black-crowned Night Heron,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Nycticorax nycticorax_Black-crowned Night-Heron,True
Nyctyornis amictus,Nyctyornis amictus,Red-bearded Bee-eater,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Nyctyornis amictus_Red-bearded Bee-eater,True
Oceanites oceanicus,,Wilson's Storm-Petrel,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Onychoprion aleuticus,Onychoprion aleuticus,Aleutian Tern,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Onychoprion aleuticus_Aleutian Tern,True
Onychoprion anaethetus,Onychoprion anaethetus,Bridled Tern,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Onychoprion anaethetus_Bridled Tern,True
Oriolus chinensis,Oriolus chinensis,Black-naped Oriole,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail,Oriolus chinensis_Black-naped Oriole,True
Oriolus consanguineus,,Black-and-crimson Oriole,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Oriolus cruentus,Oriolus cruentus,Black-and-crimson Oriole,,False,True,True,mid,False,False,gooddie2015,Oriolus cruentus_Black-and-crimson Oriole,True
Oriolus xanthonotus,Oriolus xanthonotus,Dark-throated Oriole,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;andriyani2022;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Oriolus xanthonotus_Dark-throated Oriole,True
Orthotomus atrogularis,Orthotomus atrogularis,Dark-necked Tailorbird,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Orthotomus atrogularis_Dark-necked Tailorbird,True
Orthotomus cuculatus,,Mountain Tailorbird,,False,False,True,montane,False,False,gooddie2015,,False
Orthotomus ruficeps,Orthotomus ruficeps,Ashy Tailorbird,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Orthotomus ruficeps_Ashy Tailorbird,True
Orthotomus sericeus,Orthotomus sericeus,Rufous-tailed Tailorbird,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_DanauMenjukut,Orthotomus sericeus_Rufous-tailed Tailorbird,True
Orthotomus sutorius,Orthotomus sutorius,Common Tailorbird,,True,False,False,lowland,False,False,gooddie2015,Orthotomus sutorius_Common Tailorbird,True
Otus brookii,,Rajah Scops Owl,,False,False,True,montane,False,False,gooddie2015,,False
Otus lempiji,Otus lempiji,Sunda Scops Owl,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Otus lempiji_Sunda Scops-Owl,True
Otus rufescens,Otus rufescens,Reddish Scops Owl,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA,Otus rufescens_Reddish Scops-Owl,True
Otus spilocephalus,Otus spilocephalus,Mountain Scops Owl,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA,Otus spilocephalus_Mountain Scops-Owl,True
Pachycephala cinerea,Pachycephala cinerea,Mangrove Whistler,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Pachycephala cinerea_Mangrove Whistler,True
Pachyglossa agilis,,Thick-billed Flowerpecker,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Belimbing,,False
Pachyglossa chrysorrhea,,Yellow-vented Flowerpecker,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_ForestTrail;ebird_DanauMenjukut,,False
Pandion haliaetus,Pandion haliaetus,Osprey,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail;ebird_DanauMenjukut,Pandion haliaetus_Osprey,True
Parus cinereus,Parus cinereus,Asian Tit,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Parus cinereus_Cinereous Tit,True
Parus major,Parus major,Great Tit,,False,True,True,mid,False,False,gooddie2015,Parus major_Great Tit,True
Passage of,,Yong D. L. & Liu Y. (2015),,False,False,False,unknown,False,False,gooddie2015,,False
Passer montanus,Passer montanus,Eurasian Tree Sparrow,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Passer montanus_Eurasian Tree Sparrow,True
Pelargopsis capensis,Pelargopsis capensis,Stork-billed Kingfisher,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail;ebird_DanauMenjukut,Pelargopsis capensis_Stork-billed Kingfisher,True
Pelecanus conspicillatus,Pelecanus conspicillatus,Australian Pelican,,True,False,False,lowland,False,False,gooddie2015,Pelecanus conspicillatus_Australian Pelican,True
Pellorneum bicolor,Pellorneum bicolor,Ferruginous Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_ForestTrail,Pellorneum bicolor_Ferruginous Babbler,True
Pellorneum buettikoferi,,Sumatran Babbler,NT,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail;ebird_hotspot_L7940372,,False
Pellorneum capistratum,Pellorneum capistratum,Black-capped Babbler,,True,False,False,lowland,False,False,gooddie2015,Pellorneum capistratum_Black-capped Babbler,True
Pellorneum malaccense,Pellorneum malaccense,Short-tailed Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Pellorneum malaccense_Short-tailed Babbler,True
Pellorneum nigrocapitatum,,Malayan Black-capped Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,,False
Pellorneum rostratum,Pellorneum rostratum,White-chested Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Belimbing;ebird_ForestTrail,Pellorneum rostratum_White-chested Babbler,True
Pericrocotus divaricatus,Pericrocotus divaricatus,Ashy Minivet,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Pericrocotus divaricatus_Ashy Minivet,True
Pericrocotus flammeus,Pericrocotus flammeus,Scarlet Minivet,,True,False,True,lowland,False,False,gooddie2015,Pericrocotus flammeus_Orange Minivet,True
Pericrocotus igneus,,Fiery Minivet,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,,False
Pericrocotus miniatus,,Sunda Minivet,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_hotspot_L7940372,,False
Pericrocotus solaris,Pericrocotus solaris,Grey-chinned Minivet,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA,Pericrocotus solaris_Gray-chinned Minivet,True
Pericrocotus speciosus,Pericrocotus speciosus,Scarlet Minivet,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Bengkunat,Pericrocotus speciosus_Scarlet Minivet,True
Pernis ptilorhynchus,Pernis ptilorhynchus,Oriental Honey Buzzard,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Pernis ptilorhynchus_Oriental Honey-buzzard,True
Phaenicophaeus curvirostris,,Chestnut-breasted Malkoha,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,,False
Phaenicophaeus diardi,,Black-bellied Malkoha,NT,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,,False
Phaenicophaeus sumatranus,Phaenicophaeus sumatranus,Chestnut-bellied Malkoha,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Belimbing;ebird_ForestTrail,Phaenicophaeus sumatranus_Chestnut-bellied Malkoha,True
Phaenicophaeus tristis,Phaenicophaeus tristis,Green-billed Malkoha,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Phaenicophaeus tristis_Green-billed Malkoha,True
Phaethon lepturus,Phaethon lepturus,White-tailed Tropicbird,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Phaethon lepturus_White-tailed Tropicbird,True
Phalacrocorax sulcirostris,,Little Black Cormorant,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Philentoma pyrhoptera,Philentoma pyrhoptera,Rufous-winged Philentoma,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Philentoma pyrhoptera_Rufous-winged Philentoma,True
Philentoma pyrhopterum,Philentoma pyrhoptera,Rufous-winged Philentoma,,True,True,False,lowland,False,False,gooddie2015,Philentoma pyrhoptera_Rufous-winged Philentoma,True
Philentoma velata,Philentoma velata,Maroon-breasted Philentoma,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Philentoma velata_Maroon-breasted Philentoma,True
Philentoma velatum,Philentoma velata,Maroon-breasted Philentoma,NT,True,True,True,lowland,False,False,gooddie2015,Philentoma velata_Maroon-breasted Philentoma,True
Phodilus badius,Phodilus badius,Oriental Bay-Owl,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Phodilus badius_Oriental Bay-Owl,True
Phyllergates cucullatus,Phyllergates cucullatus,Mountain Tailorbird,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Phyllergates cucullatus_Mountain Tailorbird,True
Phylloscopus borealis,Phylloscopus borealis,Arctic Warbler,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat,Phylloscopus borealis_Arctic Warbler,True
Phylloscopus castaniceps,Phylloscopus castaniceps,Chestnut-crowned Warbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Phylloscopus castaniceps_Chestnut-crowned Warbler,True
Phylloscopus coronatus,Phylloscopus coronatus,Eastern Crowned Warbler,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Phylloscopus coronatus_Eastern Crowned Warbler,True
Phylloscopus grammiceps,Phylloscopus grammiceps,Sunda Warbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Phylloscopus grammiceps_Sunda Warbler,True
Phylloscopus inornatus,Phylloscopus inornatus,Yellow-browed Warbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Phylloscopus inornatus_Yellow-browed Warbler,True
Phylloscopus trivirgatus,Phylloscopus trivirgatus,Mountain Leaf Warbler,,False,False,True,montane,False,False,gooddie2015;ebird_ID-SM-LA,Phylloscopus trivirgatus_Mountain Leaf Warbler,True
Picoides canicapillus,Yungipicus canicapillus,Grey-capped Woodpecker,,False,True,False,mid,False,False,gooddie2015,Yungipicus canicapillus_Gray-capped Pygmy Woodpecker,True
Picoides moluccensis,Yungipicus moluccensis,Sunda Pygmy Woodpecker,,True,True,True,lowland,False,False,gooddie2015,Yungipicus moluccensis_Sunda Pygmy Woodpecker,True
Picumnus innominatus,Picumnus innominatus,Speckled Piculet,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Picumnus innominatus_Speckled Piculet,True
Picus chlorolophus,Picus chlorolophus,Lesser Yellownape,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA,Picus chlorolophus_Lesser Yellownape,True
Picus puniceus,Picus puniceus,Crimson-winged Woodpecker,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Picus puniceus_Crimson-winged Woodpecker,True
Picus vittatus,Picus vittatus,Laced Woodpecker,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Picus vittatus_Laced Woodpecker,True
Pitta caerulea,Hydrornis caeruleus,Giant Pitta,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs,Hydrornis caeruleus_Giant Pitta,True
Pitta granatina,Erythropitta granatina,Garnet Pitta,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs,Erythropitta granatina_Garnet Pitta,True
Pitta irena,Hydrornis irena,Malayan Banded Pitta,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs,Hydrornis irena_Malayan Banded-Pitta,True
Pitta moluccensis,Pitta moluccensis,Blue-winged Pitta,,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA,Pitta moluccensis_Blue-winged Pitta,True
Pitta schneideri,,Schneider’s Pitta,VU,True,False,True,lowland,True,True,gooddie2015;brickle_wcrs,,False
Pitta sordida,Pitta sordida,Hooded Pitta,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat,Pitta sordida_Hooded Pitta,True
Pitta venusta,,Graceful Pitta,VU,False,True,True,mid,False,False,gooddie2015,,False
Platylophus galericulatus,Platylophus galericulatus,Crested Jay,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs;andriyani2022;ebird_ID-SM-LA,Platylophus galericulatus_Crested Shrikejay,True
Platysmurus leucopterus,Platysmurus leucopterus,Black Magpie,NT,True,True,True,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail;ebird_DanauMenjukut,Platysmurus leucopterus_Black Magpie,True
Plegadis falcinellus,Plegadis falcinellus,Glossy Ibis,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Plegadis falcinellus_Glossy Ibis,True
Ploceus philippinus,Ploceus philippinus,Baya Weaver,,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA,Ploceus philippinus_Baya Weaver,True
Pluvialis fulva,Pluvialis fulva,Pacific Golden Plover,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing,Pluvialis fulva_Pacific Golden-Plover,True
Pluvialis squatarola,Pluvialis squatarola,Black-bellied Plover,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Pluvialis squatarola_Black-bellied Plover,True
Pnoepyga pusilla,Pnoepyga pusilla,Pygmy Wren Babbler,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA,Pnoepyga pusilla_Pygmy Cupwing,True
Poliolimnas cinereus,Poliolimnas cinereus,White-browed Crake,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Poliolimnas cinereus_White-browed Crake,True
Polyplectron chalcurum,Polyplectron chalcurum,Bronze-tailed Peacock Pheasant,,True,False,True,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA,Polyplectron chalcurum_Bronze-tailed Peacock-Pheasant,True
Pomatorhinus bornensis,,Sunda Scimitar-Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,,False
Pomatorhinus montanus,Pomatorhinus montanus,Chestnut-backed Scimitar Babbler,,True,True,False,lowland,False,False,gooddie2015,Pomatorhinus montanus_Chestnut-backed Scimitar-Babbler,True
Porphyrio indicus,,Black-backed Swamphen,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Prinia atrogularis,Prinia atrogularis,Hill Prinia,,False,False,True,montane,False,False,gooddie2015,Prinia atrogularis_Black-throated Prinia,True
Prinia familiaris,Prinia familiaris,Bar-winged Prinia,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Prinia familiaris_Bar-winged Prinia,True
Prinia flaviventris,Prinia flaviventris,Yellow-bellied Prinia,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_ForestTrail,Prinia flaviventris_Yellow-bellied Prinia,True
Prinia superciliaris,Prinia superciliaris,Hill Prinia,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Prinia superciliaris_Hill Prinia,True
Prionochilus maculatus,Prionochilus maculatus,Yellow-breasted Flowerpecker,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Prionochilus maculatus_Yellow-breasted Flowerpecker,True
Prionochilus percussus,,Crimson-breasted Flowerpecker,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,,False
Prionochilus thoracicus,Prionochilus thoracicus,Scarlet-breasted Flowerpecker,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Prionochilus thoracicus_Scarlet-breasted Flowerpecker,True
Psarisomus dalhousiae,Psarisomus dalhousiae,Long-tailed Broadbill,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA,Psarisomus dalhousiae_Long-tailed Broadbill,True
